address,lat_truth,lon_truth,bbox_nom_s,bbox_nom_w,bbox_nom_n,bbox_nom_e,country0,bbox0_s,bbox0_w,bbox0_n,bbox0_e,admin1,bbox1_s,bbox1_w,bbox1_n,bbox1_e,admin2,bbox2_s,bbox2_w,bbox2_n,bbox2_e,gpt35_lat,gpt35_lon,gpt35_s,gpt35_w,gpt35_n,gpt35_e,gpt4_lat,gpt4_lon,gpt4_s,gpt4_w,gpt4_n,gpt4_e,ds_lat,ds_lon,ds_s,ds_w,ds_n,ds_e,dist_gpt35_km,dist_gpt4_km,dist_ds_km,iou_gpt35,iou_gpt4,iou_ds
"Hoyts, Victoria, Australia",-37.6788033,144.9191121,-37.6788533,144.9190621,-37.6787533,144.9191621,Australia,-55.116942998999946,112.92111200000012,-9.14217599999995,159.10922200000027,Victoria,-39.159191000999954,140.96168518000002,-33.98042697899996,149.9766850000001,Hume,-37.712417602999835,144.63241577100007,-37.481910705999894,144.97781372100008,-37.815207,144.963937,-37.815707,144.963437,-37.814707,144.964437,-37.8136,144.9631,-37.8152,144.9609,-37.812,144.9653,-37.8136,144.9631,-37.68,144.92,-37.68,144.92,15.671088023868833,15.479665820654027,15.479665820654027,0.0,0.0,0.6399999999989767
"ひかりの子保育園, Shizuoka, Japan",34.740863,137.767394,34.740813,137.767344,34.740913,137.767444,Japan,24.045416000000102,122.93319702100008,45.52278518700018,153.98693800000012,Shizuoka,34.573470998999994,137.47814900000026,35.641261942000085,139.17721600100003,Hamamatsu,34.64833500000003,137.49252300000012,35.30055200000004,138.06086700000003,34.976331,138.383631,34.976231,138.383531,34.976431,138.383731,34.9763,138.383,34.9759,138.3826,34.9767,138.3834,34.74,137.77,34.74,137.77,34.74,137.77,62.024260321157804,61.97062601813074,0.25672834701358965,0.0,0.0,0.6011872217435785
"Navette Maritime - Arrêt Lucien Dégut, Provence-Alpes-Côte d'Azur, France",43.4032838,5.0507239,43.4032338,5.0506739,43.4033338,5.0507739,France,41.33375200000012,-5.143750999999895,51.089397432000055,9.560416222000129,Provence-Alpes-Côte d'Azur,42.98152900000014,4.229757786000164,45.12684631400003,7.716127000000029,Bouches-du-Rhône,43.32402801500013,4.9851379400000155,43.4430007950001,5.103034497000067,43.2966,5.3693,43.2965,5.3692,43.2967,5.3694,43.1216,5.9395,43.1215,5.9394,43.1217,5.9396,43.4,5.05,43.4,5.05,43.4,5.05,28.359695927487067,78.48824595724713,0.36979576278168896,0.0,0.0,0.5598962098328557
"Radwege Stadt Erlangen, Bayern, Germany",49.5386452,10.9836566,49.5385952,10.9836066,49.5386952,10.9837066,Germany,47.27069713400016,5.86625051600015,55.05652600000013,15.041814803000136,Bayern,47.27069713400016,8.97592544500003,50.56422424300018,13.840547110000102,Fürth (Kreisfreie Stadt),49.43653888400013,10.89316368100009,49.54109573400012,11.028628507000064,49.5904,11.0044,49.5894,11.0034,49.5914,11.0054,49.5978,11.0037,49.5478,10.9537,49.6478,11.0537,49.54,10.98,49.54,10.98,49.54,10.98,5.946141901105436,6.7346536565315,0.3038280324068492,0.0,0.009440611620880427,0.5380806254360773
"Fährstation Lindwerder, Berlin, Germany",52.4677419,13.1925936,52.4676919,13.1925436,52.4677919,13.1926436,Germany,47.27069713400016,5.86625051600015,55.05652600000013,15.041814803000136,Berlin,52.33824157700019,13.088333130000024,52.67491531300004,13.760469436000108,Berlin,52.33824157700019,13.088333130000024,52.67491531300004,13.760469436000108,52.4967,13.2311,52.4966,13.231,52.4968,13.2312,52.4541,13.2083,52.4536,13.2078,52.4546,13.2088,52.47,13.19,52.47,13.19,52.47,13.19,4.143419457443315,1.8529403348514644,0.306450874208733,0.0,0.020093303630879446,0.5865568643889082
"École Primaire de Missiri, Nzwani, Comoros",-12.1643937,44.3987171,-12.1644437,44.3986671,-12.1643437,44.3987671,Comoros,-12.422640000999875,43.22874832200006,-11.364860533999943,44.54097400000012,Nzwani,-12.385694999999885,44.19819300000012,-12.068194999999946,44.54097400000012,,-12.385694999999885,44.19819300000012,-12.068194999999946,44.54097400000012,-12.131111,44.425833,-12.131611,44.425333,-12.130611,44.426333,-12.2129291,44.374982,-12.2142791,44.373632,-12.2115791,44.376332,-12.16,44.4,-12.16,44.4,-12.16,44.4,4.731276380633386,5.981757532792475,0.5080693222401523,0.0,0.0,0.49669449544965527
"SEDE PUNTA DE CARTAGENA, Bolívar, Colombia",8.8879727,-74.4756952,8.8879227,-74.4757452,8.8880227,-74.4756452,Colombia,-4.228428840999868,-81.84152999899993,15.912475000000086,-66.83773803699995,Bolívar,3.607646941999974,-75.70430799999986,10.801528932000169,-60.14615639899995,Magangué,8.819203377000179,-74.95104980499997,9.462304115000164,-74.46120452899999,10.3967,-75.5542,10.3966,-75.5543,10.3968,-75.5541,10.4232,-75.5485,10.3932,-75.5785,10.4532,-75.5185,8.89,-74.48,8.89,-74.48,8.89,-74.48,205.23600238140713,207.2937748766392,0.5239014106450341,0.0,0.0,0.5002835480101078
"NDSU Map, North Dakota, United States",46.8942183,-96.8024975,46.8941683,-96.8025475,46.8942683,-96.8024475,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,North Dakota,45.93505096500019,-104.04959106399986,49.00122070399999,-96.55515289299996,Cass,46.62863922100007,-97.70713806199996,47.24016952500017,-96.7546310429999,46.8772,-96.7898,46.8767,-96.7903,46.8777,-96.7893,46.9055,-96.8013,46.9041,-96.8029,46.9069,-96.7997,46.8964,-96.8003,46.89,-96.8,46.89,-96.8,2.1241821421465414,1.2577627876081094,0.2945027380187188,0.012635998635931053,0.24428721096199876,0.48299127997220925
"Husky, Ontario, Canada",43.715399,-79.4460346,43.715349,-79.4460846,43.715449,-79.4459846,Canada,41.67692566000011,-141.0068659999999,83.11042000000009,-52.618888854999966,Ontario,41.67692566000011,-95.15598299999994,56.86972000000014,-74.34604644799998,Toronto,43.57712200000003,-79.6392209999999,43.85545000000013,-79.10551499999997,47.6097,-79.4014,47.6096,-79.4015,47.6098,-79.4013,45.3467,-80.0353,45.3466,-80.0354,45.3468,-80.0352,43.72,-79.45,43.72,-79.45,43.72,-79.45,433.04038405613426,187.3083209325929,0.6027462498100268,0.0,0.0,0.4018579908683248
"Suriya Clinic, Jharkhand, India",24.110305,85.949079,24.110255,85.949029,24.110355,85.949129,India,6.754256000000055,68.18624900000009,33.25571060100009,97.17215728800004,Jharkhand,21.966590881000116,83.32356262300004,25.34839058,87.97334289600008,Giridih,23.885971069000163,85.66319274900002,24.77954101600011,86.56974792400001,23.3441,85.3096,23.3436,85.3091,23.3446,85.3101,23.3441,85.3096,23.344,85.3095,23.3442,85.3097,24.11,85.95,24.11,85.95,24.11,85.95,107.22003715346969,107.22003715346969,0.09943857838931412,0.0,0.0,0.6400000000002842
"Bücherhalle Barmbek, Hamburg, Germany",53.5862316,10.044504,53.5861816,10.044454,53.5862816,10.044554,Germany,47.27069713400016,5.86625051600015,55.05652600000013,15.041814803000136,Hamburg,53.39498899900002,8.424167000000125,53.96319600000004,10.32595888600008,Hamburg,53.39498899900002,8.424167000000125,53.96319600000004,10.32595888600008,53.5876,10.0421,53.5866,10.0411,53.5886,10.0431,53.59301,10.05042,53.59261,10.04972,53.59341,10.05112,53.5869,10.0406,53.59,10.04,53.59,10.04,0.21984300087185046,0.8488590408915558,0.268192054816752,0.6783114342869156,0.2732334352477518,0.4140054285529016
"Escuela El Rodeo, Monte Plata, Dominican Republic",18.9107524,-69.7704426,18.9107024,-69.7704926,18.9108024,-69.7703926,Dominican Republic,17.47013900000013,-72.00388336099996,19.932361604000164,-68.32263946599994,Monte Plata,18.577915193000024,-70.24384307899993,19.098951341000145,-69.36265563999996,Monte Plata,18.577915193000024,-69.99153900199997,18.94675445600018,-69.70574951199995,18.8266,-69.7864,18.8265,-69.7865,18.8267,-69.7863,18.8071,-69.7835,18.8066,-69.784,18.8076,-69.783,18.91,-69.77,18.91,-69.77,18.91,-69.77,9.506764962201299,11.607228060719054,0.09574554750075089,0.0,0.0,0.6400000000002842
"Khulna Kotowali Thana, Khulna, Bangladesh",22.8170711,89.5647171,22.8169154,89.5646541,22.8172108,89.5649893,Bangladesh,20.74111175600018,88.01056671200013,26.634073258000058,92.67366027900016,Khulna,21.65252500000008,88.55577122200015,24.1939201350001,89.96961975000016,Khulna,22.812437057000125,89.54919433600003,22.833551406000023,89.57592010400015,22.8132,89.5687,22.8122,89.5677,22.8142,89.5697,22.8104,89.5644,22.81,89.564,22.8108,89.5648,22.82,89.56,22.82,89.56,22.82,89.56,0.593240498872172,0.7425041589342328,0.5829302435815559,0.4573040240228474,0.40611657412129415,0.43918957048782103
"Laksgminarayanastore, Andhra Pradesh, India",16.5394176,80.5130184,16.5393676,80.5129684,16.5394676,80.5130684,India,6.754256000000055,68.18624900000009,33.25571060100009,97.17215728800004,Andhra Pradesh,12.611840249000124,76.7569885260001,19.15689086100008,84.76101684600019,Guntur,16.065200806000007,80.23198699900013,16.617519378000168,80.68049621600017,16.5062,80.648,16.5061,80.6479,16.5063,80.6481,15.9129,79.74,15.912,79.739,15.9138,79.741,16.54,80.51,16.54,80.51,16.54,80.51,14.855980751013965,108.00321615262813,0.3281959382220607,0.0,0.0,0.5758078898008735
"هضبة لالة ستي, Tlemcen, Algeria",34.8681247,-1.3187667,34.8680747,-1.3188167,34.8681747,-1.3187167,Algeria,18.96023082700009,-8.673868178999953,37.08869781300013,11.987367153000037,Tlemcen,34.09776973800001,-2.2153420439998968,35.23907283400001,-0.7645968399999674,Tlemcen,34.85794830300017,-1.3694123029998195,34.93488148300008,-1.2581090929999732,34.878611,-1.315833,34.877611,-1.316833,34.879611,-1.314833,34.87833,-1.315,34.87743,-1.3161,34.87923,-1.3139,34.87,-1.32,34.87,-1.32,34.87,-1.32,1.1963430082542768,1.18566297621448,0.23694278072587002,0.23293571482779407,0.22571802143832684,0.6399999999998828
"TotalEnergies, Mpumalanga, South Africa",-25.4807746,30.9610831,-25.4808246,30.9610331,-25.4807246,30.9611331,South Africa,-34.83514022799989,16.451891000000046,-22.125030516999914,32.891251000000125,Mpumalanga,-27.50614929199992,28.24346542300009,-23.98123931799995,32.03358841000011,Ehlanzeni,-25.50340461799982,30.93742942800003,-25.470611570999893,30.96888923700004,-25.565336,30.527897,-25.566336,30.526897,-25.564336,30.528897,-25.4683,30.9802,-25.4693,30.9792,-25.4673,30.9812,-25.48,30.96,-25.48,30.96,-25.48,30.96,44.47281292526385,2.3678623786076773,0.13870423196017503,0.0,0.0,0.6400000000001137
"Galerie moderního umění, Královéhradecký, Czechia",50.2098151,15.8343418,50.2097651,15.8342918,50.2098651,15.8343918,Czechia,48.552416587000096,12.090760231000049,51.05569076500012,18.85925292999997,Královéhradecký,50.03408813600004,15.113697052000193,50.79182052700008,16.58551979000015,Hradec Králové,50.09553146500019,15.369347571000048,50.33596420399999,16.02190590000015,50.2106,15.8323,50.2105,15.8322,50.2107,15.8324,50.2092,15.8317,50.2087,15.8309,50.2097,15.8325,50.2094,15.8325,50.21,15.83,50.21,15.83,0.16949563940696846,0.20005297252740387,0.1389572345679783,0.6466434910948248,0.6470731237332893,0.49953550973226696
"Ittefaq Cloth House, Punjab, Pakistan",30.5301616,72.6898152,30.5301116,72.6897652,30.5302116,72.6898652,Pakistan,23.70291500000002,60.899436949999995,36.88980484000007,75.36699676400013,Punjab,27.69840049700008,69.26175689700011,34.02439498900014,76.93139648300019,Multan,30.168766022000113,72.39890289400012,30.926959992000093,73.35444641000004,31.5497,74.3436,31.5487,74.3426,31.5507,74.3446,31.5497,74.3436,31.549,74.342,31.5504,74.3452,30.53,72.69,30.53,72.69,30.53,72.69,194.10229073315654,194.10229073315654,0.025222571031316355,0.0,0.0,0.6400000000002842
"Boston Pizza, Alberta, Canada",51.0410783,-114.1363524,51.0409365,-114.1365224,51.0411755,-114.1361828,Canada,41.67692566000011,-141.0068659999999,83.11042000000009,-52.618888854999966,Alberta,48.99999999900018,-120.00052642799994,60.00006484900018,-109.99985504199992,Division No. 6,50.84571457000004,-114.27149200499991,51.18407058800017,-113.90574645899984,53.5444,-113.4909,53.5434,-113.4919,53.5454,-113.4899,53.5444,-113.4909,53.5431,-113.4923,53.5457,-113.4895,51.04,-114.14,51.04,-114.14,51.04,-114.14,281.7934287864169,281.7934287864169,0.28180589870909806,0.0,0.0,0.5386000990709705
"Monumento a los Próceres, San Salvador, El Salvador",13.6974675,-89.1894137,13.6974175,-89.1894637,13.6975175,-89.1893637,El Salvador,13.152640000000076,-90.12486267199996,14.45055103300018,-87.68374599999993,San Salvador,13.468975067000144,-89.28889465399999,24.161806000000126,-74.42791699999998,San Salvador,13.626244546000066,-89.26980590699992,13.736932755000169,-89.15512084999995,13.698611,-89.207778,13.697611,-89.208778,13.699611,-89.206778,13.706944,-89.201667,13.706844,-89.201767,13.707044,-89.201567,13.6984,-89.1914,13.7,-89.19,13.7,-89.19,1.9880067801438754,1.6919281517026086,0.23832327238419954,0.015928434693144564,0.0823811909844922,0.605796533829716
"Sadar Hospital, Jharkhand, India",23.3690948,85.3267948,23.3685263,85.3250924,23.3700447,85.3285699,India,6.754256000000055,68.18624900000009,33.25571060100009,97.17215728800004,Jharkhand,21.966590881000116,83.32356262300004,25.34839058,87.97334289600008,Ranchi,23.003860474000135,84.86260223400001,23.71405982900012,85.89585876400008,23.3441,85.3096,23.3436,85.3091,23.3446,85.3101,24.2671,86.6456,24.2661,86.6446,24.2681,86.6466,23.37,85.33,23.37,85.33,23.37,85.33,3.2871799503568724,167.23519864823248,0.342298013119151,0.0,0.0,0.5645749698534435
"Netaji bus station chinnamanur, Tamil Nadu, India",9.8481585,77.3829527,9.8481085,77.3829027,9.8482085,77.3830027,India,6.754256000000055,68.18624900000009,33.25571060100009,97.17215728800004,Tamil Nadu,8.076526000000058,76.22574615500008,13.562454224000078,80.34680200000014,Theni,9.56319999699997,77.15187072700019,10.149270058000011,77.48652648900008,9.8333,77.4167,9.8233,77.4067,9.8433,77.4267,9.8314,77.3814,9.8264,77.3764,9.8364,77.3864,9.85,77.38,9.85,77.38,9.85,77.38,4.049676395941133,1.8712087317536579,0.38284760542882634,0.0,0.08078448307498802,0.579797092402046
"Лукойл, Perm', Russia",58.1269757,56.2938425,58.1269257,56.2937925,58.1270257,56.2938925,Russia,41.188865663,-179.99999999999994,81.85624700000005,180.0000000000001,Perm',56.114242555000146,51.767921449000085,61.69829559400017,59.50327301000004,Perm' gorsovet,57.923088074000134,55.75624084400016,58.20337677000009,56.510604858000136,58.010374,56.229398,58.009374,56.228398,58.011374,56.230398,58.010374,56.229398,57.953683,55.727758,58.224139,56.450067,58.13,56.29,58.13,56.29,58.13,56.29,13.508115091356355,13.508115091356355,0.4049516207372299,0.0,0.0019476050147156287,0.47753895091840337
"Trinity Church, Missouri, United States",39.0922275,-94.3452272,39.0921775,-94.3452772,39.0922775,-94.3451772,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Missouri,35.99509048400006,-95.77440643299995,40.61402893100012,-89.10058593699995,Jackson,38.832290650000175,-94.60824584999988,39.237079621000134,-94.10910034299992,37.2153,-93.2982,37.2151,-93.2984,37.2155,-93.2979,38.6487,-90.3108,38.6486,-90.311,38.6488,-90.3106,39.0956,-94.3422,39.09,-94.35,39.09,-94.35,227.89694071486917,352.70518994718196,0.4570324369845932,0.0,0.0,0.46633469445268116
"Mega Nasional, Sumatera Utara, Indonesia",1.239292,97.6510923,1.239242,97.6510423,1.239342,97.6511423,Indonesia,-11.007614999999872,95.00970500000012,6.076941000000147,141.01939400000003,Sumatera Utara,-0.6387610009999207,97.05908200000005,4.301465511000174,100.4227678120002,Gunungsitoli,1.2298094030001607,97.64002990700016,1.2430700070000853,97.65243530300016,3.5952,98.6722,3.5942,98.6712,3.5962,98.6732,3.589665,98.673826,-11.008146,95.293026,6.189407,104.728294,1.24,97.65,1.24,97.65,1.24,97.65,285.46926113237504,284.9766486384662,0.14471689118341213,0.0,2.4610848690675247e-06,0.6400000000002238
"New Hope Cemetery, Virginia, United States",37.8188647,-78.5931333,37.8180468,-78.5936594,37.8196752,-78.5920514,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Virginia,36.53913879500004,-83.67481994499991,39.46657943800005,-75.24251599999991,Albemarle,37.7285499570001,-78.83881378099989,38.27783203100017,-78.20789337099995,37.2274,-77.4019,37.2273,-77.402,37.2275,-77.4018,37.5673,-77.4756,37.5669,-77.476,37.5677,-77.4752,37.82,-78.59,37.82,-78.59,37.82,-78.59,123.9411202516851,102.23044994675081,0.3027940184479127,0.0,0.0,0.5688795521419581
"Nea Kifissia, Attica, Greece",38.0994422,23.7916676,38.0993922,23.7916176,38.0994922,23.7917176,Greece,34.80069000000003,19.372358000000077,41.748008729000105,29.64569700000004,Attica,35.82180399900005,22.890970000000152,38.34125137300015,24.105694000000085,Attica,38.04733276300004,23.6701736440001,38.2240829480001,23.83580207800003,38.0844,23.8153,38.0805,23.8105,38.0883,23.8201,38.0733,23.8103,38.0697,23.8057,38.0769,23.8149,38.0743,23.8113,38.1,23.79,38.1,23.79,2.6598577801933527,3.3330359004566446,3.2814763577856745,0.0,0.0,0.6399999999999431
"Dera chachak 53/wb, Punjab, Pakistan",30.0286036,72.3135747,30.0285536,72.3135247,30.0286536,72.3136247,Pakistan,23.70291500000002,60.899436949999995,36.88980484000007,75.36699676400013,Punjab,27.69840049700008,69.26175689700011,34.02439498900014,76.93139648300019,Multan,29.562547684000037,71.73014831600005,30.355247497000164,72.89041137800012,31.5497,74.3436,31.5496,74.3435,31.5498,74.3437,30.9333,72.4167,30.8833,72.3667,30.9833,72.4667,30.03,72.31,30.03,72.31,30.03,72.31,257.30260855941714,101.0818567640462,0.3775412761031358,0.0,0.0,0.5428208032450111
